,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Outlier,cluster
1277,CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS6,Z,12.3,8.5,10.6,27,244,1,1
1278,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS6,X,12.8,8.9,11.0,26,253,1,0
1279,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.1,9.9,12.7,22,292,1,1
1280,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,14.0,20,322,1,1
1281,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,20,317,1,1
1282,CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A6,Z,16.8,11.7,14.5,19,334,1,1
1283,CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,20,329,1,1
1284,CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,X,14.2,9.8,12.3,23,283,1,0
1286,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.6,8.6,11.3,25,260,1,0
1287,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,8.9,11.6,24,267,1,0
1288,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,14.8,9.9,12.6,22,290,1,1
1289,CHEVROLET,CAMARO,COMPACT,3.6,6,AS6,X,13.3,8.8,11.3,25,260,1,0
1290,CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,14.0,8.4,11.5,25,265,1,0
1291,CHEVROLET,CAMARO,COMPACT,6.2,8,AS6,Z,15.3,9.8,12.8,22,294,1,1
1292,CHEVROLET,CAMARO,COMPACT,6.2,8,M6,Z,15.0,9.9,12.7,22,292,1,1
1293,CHEVROLET,CAMARO 2LS,COMPACT,3.6,6,AS6,X,12.6,7.9,10.5,27,242,1,0
1294,CHEVROLET,CAMARO Z/28,COMPACT,6.2,8,M6,Z,18.1,12.3,15.5,18,357,1,1
1295,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,Z,19.9,13.0,16.8,17,386,-1,1
1296,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,Z,16.6,12.4,14.7,19,338,1,1
1297,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.7,9.0,9.4,30,216,1,0
1298,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.8,10.5,27,242,1,0
1299,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,248,1,0
1300,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25,260,1,0
1301,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.5,11.3,25,260,1,0
1302,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.5,9.8,11.8,24,271,1,0
1303,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,14.6,8.1,11.7,24,269,-1,1
1305,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20,329,1,1
1306,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.7,10.6,13.4,21,308,1,1
1308,CHEVROLET,CRUZE,MID-SIZE,1.4,4,M6,X,9.0,6.2,7.8,36,179,1,0
1309,CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS6,X,10.5,6.8,8.8,32,202,1,0
1310,CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,X,9.4,6.6,8.1,35,186,1,0
1312,CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,A6,X,9.0,6.1,7.7,37,177,1,0
1315,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209,1,0
1316,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,214,1,2
1317,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,278,1,0
1319,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230,1,0
1320,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.6,14.2,20,227,1,2
1322,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.0,14.2,18.0,16,414,-1,0
1323,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,-1,0
1324,CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,-1,0
1325,CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.3,20.5,25.9,11,414,-1,2
1326,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.1,16,416,-1,0
1327,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,-1,0
1328,CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,-1,0
1329,CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.6,20.6,26.1,11,418,-1,2
1330,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.6,7.5,9.2,31,212,1,0
1331,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27,244,1,0
1332,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,17.0,11.5,14.5,19,232,1,2
1333,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,225,1,1
1335,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.9,24,274,1,0
1336,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274,-1,2
1338,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,13.8,17.2,16,275,-1,2
1339,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,322,1,1
1340,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,288,1,0
1341,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.2,18.0,16,288,-1,2
1342,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.7,13.0,22,299,1,0
1343,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.2,14.3,17.5,16,280,-1,2
1344,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,327,1,1
1345,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9.0,6.8,8.0,35,184,1,0
1347,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,191,1,0
1348,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.0,6.8,8.0,35,184,1,0
1350,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,6.9,8.0,35,184,1,0
1351,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,X,9.0,6.8,8.0,35,184,1,0
1352,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,8.5,6.2,7.5,38,173,1,0
1353,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,9.6,6.7,8.3,34,191,1,0
1354,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,9.0,6.8,8.0,35,184,1,0
1356,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,8.9,6.9,8.0,35,184,1,0
1357,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,7.7,6.1,7.0,40,161,1,0
1358,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,7.5,6.0,6.8,42,156,1,0
1359,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22,292,1,0
1360,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,17.2,16,275,-1,2
1361,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,306,1,0
1362,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,306,-1,2
1363,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22,292,1,0
1364,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,17.2,16,275,-1,2
1365,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,299,1,0
1366,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,282,-1,2
1367,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,14.2,9.9,12.3,23,283,1,0
1369,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7.0,8.2,34,189,1,0
1370,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,35,186,1,0
1371,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,9.7,7.6,8.7,32,200,1,0
1372,CHRYSLER,200,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196,1,0
1373,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196,1,0
1374,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,13.6,8.5,11.3,25,181,1,2
1375,CHRYSLER,200,MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,28,235,1,0
1376,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,28,235,1,0
1377,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,16.5,10.1,13.6,21,218,1,2
1378,CHRYSLER,200 AWD,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,246,1,0
1379,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,246,1,0
1380,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,16.9,10.8,14.1,20,226,1,2
1384,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283,1,0
1390,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,237,1,0
1392,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320,1,1
1393,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283,1,0
1394,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297,1,1
1396,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297,1,1
1397,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,18.0,10.7,14.7,19,338,1,1
1398,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,347,1,1
1399,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,264,1,0
1400,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,264,1,0
1401,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.7,12.4,15.9,18,254,1,2
1403,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237,1,0
1405,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,22,297,1,0
1406,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283,1,0
1411,DODGE,CHARGER SRT 392 HEMI,FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297,1,1
1412,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,18.0,10.7,14.7,19,338,1,1
1415,DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,13.3,9.3,11.5,25,184,1,2
1424,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.5,14.7,19,338,1,0
1426,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.4,17,262,-1,2
1428,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,278,1,0
1431,DODGE,VIPER SRT COUPE,TWO-SEATER,8.4,10,M6,Z,19.4,11.3,15.8,18,363,-1,1
1436,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,198,1,0
1438,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,198,1,0
1440,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,198,1,0
1442,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,30,216,1,0
1443,FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,X,9.9,7.2,8.7,32,200,1,0
1444,FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.1,8.3,34,191,1,0
1446,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,7.8,9.8,29,225,1,0
1447,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,7.9,9.8,29,225,1,0
1448,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.2,9.0,11.3,25,260,1,0
1449,FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,X,11.8,8.4,10.3,27,237,1,0
1450,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.7,9.6,11.8,24,271,1,0
1451,FORD,EDGE SPORT AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,11.9,24,274,1,0
1452,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,9.0,31,207,1,0
1454,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.6,9.5,30,218,1,0
1455,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.6,8.0,9.4,30,216,1,0
1456,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.4,8.4,10.1,28,232,1,0
1457,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.8,14.2,20,327,1,0
1458,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12.0,14.4,20,331,1,0
1459,FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.9,8.5,10.4,27,239,1,0
1461,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.6,13.0,16.1,18,258,-1,2
1462,FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13.0,22,299,1,0
1463,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,12.5,23,288,1,0
1464,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.2,14.1,16.9,17,270,-1,2
1465,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.2,9.2,10.8,26,248,1,0
1466,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.7,9.9,12.0,24,276,1,0
1467,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.2,9.6,11.5,25,264,1,0
1468,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.0,15.7,18,251,1,2
1469,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.5,10.6,13.3,21,306,1,0
1470,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.7,14.3,17.9,16,286,-1,2
1471,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.4,12.0,24,276,1,0
1472,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.2,10.4,12.5,23,288,1,0
1473,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.9,10.5,12.4,23,285,1,0
1474,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,18.9,14.2,16.8,17,269,-1,2
1475,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.3,13.9,20,320,1,0
1476,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.7,15.1,18.7,15,299,-1,2
1477,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,7.6,37,175,1,0
1478,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37,175,1,0
1479,FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,X,7.5,5.5,6.6,43,152,-1,0
1480,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8.4,6.2,7.4,38,170,1,0
1481,FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,8.9,6.8,8.0,35,184,1,0
1482,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.3,9.5,11.6,24,267,1,0
1483,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.1,12.1,23,278,1,0
1484,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.6,10.4,12.8,22,294,1,0
1485,FORD,FOCUS,COMPACT,1.0,3,M6,X,8.1,5.9,7.1,40,163,-1,0
1486,FORD,FOCUS,COMPACT,2.0,4,M6,X,10.2,7.3,8.9,32,205,1,0
1487,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,X,8.9,6.2,7.7,37,177,1,0
1488,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,E,11.9,8.5,10.4,27,166,1,2
1489,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,9.1,6.3,7.8,36,179,1,0
1490,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,12.2,8.6,10.6,27,170,1,2
1491,FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.3,6.7,8.1,35,186,1,0
1492,FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,12.4,9.1,10.9,26,174,1,2
1493,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,9.9,6.5,8.4,34,193,1,0
1494,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.4,6.3,8.0,35,184,1,0
1495,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,205,1,0
1496,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.6,7.0,8.9,32,205,1,0
1497,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,10.8,7.5,9.3,30,214,1,0
1498,FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,5.4,5.8,5.5,51,126,-1,0
1499,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11.0,7.4,9.4,30,216,1,0
1500,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,10.6,7.5,9.2,31,212,1,0
1501,FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,12.6,8.5,10.7,26,246,1,0
1502,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.5,8.3,11.2,25,258,1,0
1503,FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,X,14.9,9.5,12.4,23,285,1,0
1504,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.2,9.3,12.5,23,288,1,0
1505,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.6,7.9,9.9,29,228,1,0
1506,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,X,15.4,10.0,13.0,22,299,1,0
1507,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.6,12.5,14.7,19,338,1,0
1508,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.6,12.6,14.8,19,340,1,0
1509,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,22.1,16.7,19.7,14,315,-1,2
1510,FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,10.5,7.4,9.1,31,209,1,0
1511,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.9,9.5,11.9,24,274,1,0
1512,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.2,8.2,10.4,27,239,1,0
1513,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.4,11.3,14.7,19,235,1,2
1514,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.0,9.1,11.3,25,260,1,0
1515,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.8,12.6,16.0,18,256,1,2
1516,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.6,7.9,9.4,30,216,1,0
1517,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228,1,0
1518,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.7,8.4,10.2,28,235,1,0
1519,FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.0,8.5,10.4,27,239,1,0
1520,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.2,9.9,12.3,23,283,1,0
1521,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22,290,1,0
1522,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.8,10.5,27,242,1,0
1523,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,248,1,0
1524,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25,260,1,0
1525,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.5,11.3,25,260,1,0
1526,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.5,9.8,11.8,24,271,1,0
1527,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.0,14.2,18.0,16,414,-1,0
1528,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,-1,0
1529,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,432,-1,0
1530,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.3,20.5,25.9,11,414,-1,2
1531,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.1,16,416,-1,0
1532,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,-1,0
1533,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,X,22.2,15.1,19.0,15,437,-1,0
1534,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.6,20.6,26.1,11,418,-1,2
1535,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.9,24,274,1,0
1536,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,274,-1,2
1538,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,13.8,17.2,16,275,-1,2
1539,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,322,1,1
1540,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,288,1,0
1541,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.2,18.0,16,288,-1,2
1542,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.7,13.0,22,299,1,0
1543,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.2,14.3,17.5,16,280,-1,2
1544,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,327,1,1
1546,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209,1,0
1547,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,214,1,2
1548,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,278,1,0
1551,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22,292,1,0
1552,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,17.2,16,275,-1,2
1553,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,299,1,0
1554,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,282,-1,2
1555,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,14.0,20,322,1,1
1556,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,20,317,1,1
1557,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22,292,1,0
1558,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,20.2,13.6,17.2,16,275,-1,2
1559,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,306,1,0
1560,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,306,-1,2
1561,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.8,11.7,14.5,19,334,1,1
1562,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,20,329,1,1
1563,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,8.8,6.5,7.8,36,179,1,0
